img_id,stem_word,slope
84,blue,-0.167896173
84,calm,0.33308369
84,city,-0.000902885
84,dark,0.166090403
84,light,0.33308369
84,night,0.166090403
84,ocean,-0.00180577
84,relax,0.167896173
84,scenic,0.166090403
84,sky,0.166993288
84,sun,0.166090403
84,water,0.832257783
85,blue,0.33308369
85,boat,-0.166993288
85,bright,0.33308369
85,grass,-0.166993288
85,man,0.166090403
85,metal,0.166090403
85,outside,0.000902885
85,sail,0.167896173
85,satellite,0.499174093
85,sky,0.500076978
85,sunny,-0.33308369
85,tent,-0.166090403
85,water,-0.166993288
85,white,0.00180577
97,burn,0.33308369
97,dangerous,0.166090403
97,fire,0.499174093
97,flame,-0.168799057
97,hot,0.329472151
97,lava,0.499174093
97,magma,0.165187518
97,orange,0.000902885
97,plasma,-0.166993288
97,red,-0.00180577
97,sun,-0.166993288
97,volcano,-0.33308369
97,warm,0.332180805
97,yellow,-0.165187518
104,animal,0.279676473
104,beautiful,0.139913477
104,buffalo,-0.139311554
104,calm,0.139913477
104,cattle,-0.137656265
104,cow,0.274560125
104,deer,-0.139311554
104,farm,0.27907455
104,field,0.138107707
104,forest,-0.694751999
104,goat,0.416580334
104,good,0.138258188
104,grass,-0.415677449
104,graze,0.27726878
104,mountain,0.139010592
104,nature,0.139913477
104,pasture,0.138258188
104,sky,-0.417031777
104,sunny,-0.139311554
104,"sunny, -, day",0.000752404
104,tree,-0.416279372
109,"-, safety, vest",0.166090403
109,build,0.166090403
109,construction,0.166090403
109,hose,0.997445301
109,man,-0.165187518
109,orange,0.166993288
109,outdoor,0.000902885
109,outside,-0.166993288
109,person,-0.33308369
109,stand,-0.33488946
109,vest,0.333986575
109,water,0.498271208
109,work,-0.165187518
109,worker,0.330375035
113,admire,0.000902885
113,appreciation,-0.166993288
113,art,0.33127792
113,artwork,-0.33308369
113,floor,0.166090403
113,gallery,0.501882748
113,indoor,-0.166993288
113,man,0.000902885
113,museum,-1.17E-15
113,musuem,-0.167896173
113,observe,0.000902885
113,paint,0.330375035
113,people,0.496465438
113,room,-0.166993288
113,view,-0.165187518
113,woman,-0.333986575
126,"-, long, hair",-0.166993288
126,book,-0.00180577
126,college,0.166090403
126,concentration,0.33308369
126,desk,0.33488946
126,focus,-0.166993288
126,girl,-0.168799057
126,paper,-0.33127792
126,pen,0.33488946
126,pencil,-5.83E-16
126,person,-0.166090403
126,purple,-0.166993288
126,smart,-0.166993288
126,student,0.165187518
126,studious,-0.167896173
126,study,0.661652956
126,sweater,0.167896173
126,table,0.166090403
126,test,0.000902885
126,woman,0.169701942
126,work,-0.000902885
126,write,-0.333986575
151,bow,-0.165187518
151,carpet,0.33488946
151,kneel,-0.168799057
151,man,0.500979863
151,mosque,0.33488946
151,muslim,0.665264496
151,people,-0.000902885
151,pray,0.500979863
151,prayer,0.328569266
151,red,0.166993288
151,religion,-0.169701942
151,temple,0.333986575
151,worship,-0.166993288
177,ball,0.118330607
177,bat,-0.180368726
177,cap,-0.348921542
177,club,0.135892148
177,course,0.137533757
177,golf,0.255864363
177,golfer,-0.015099128
177,grass,0.137533757
177,green,0.149349666
177,grind,-0.046938992
177,hockey,-0.166911207
177,male,0.150991275
177,man,-0.104052284
177,play,-0.045297383
177,sky,-0.016740736
177,sport,-0.18118953
177,swing,0.302803355
177,water,-0.33300161
183,bag,0.105169071
183,build,-0.023287304
183,bus,0.383864317
183,busy,-0.090892004
183,car,0.255407942
183,city,0.359072205
183,crowd,0.500300838
183,daytime,-0.151743679
183,gather,-0.151743679
183,girl,-0.151743679
183,man,-0.024792112
183,market,-0.173526175
183,noisy,-0.0225349
183,people,-0.31325
183,shop,0.127703971
183,sidewalk,0.127703971
183,street,0.337289709
183,walk,0.232873042
183,woman,-0.025544517
205,"-, bag, book",-0.120025056
205,"-, shirt, t",-0.119330529
205,backpack,-4.96E-05
205,bag,0.117197339
205,boy,-0.238710667
205,friend,-4.96E-05
205,girl,0.0005457
205,hallway,0.119925838
205,indoor,0.119231311
205,kid,-0.120074665
205,locker,-0.000198436
205,man,0.117842257
205,people,0.595660463
205,red,-0.118685611
205,school,-0.120918019
205,speak,0.119925838
205,stand,-0.356602533
205,student,0.0005457
205,talk,0.236974349
205,teen,-0.119330529
205,teenager,0.000644918
205,woman,0.118536784
221,awning,0.000902885
221,busy,0.33308369
221,car,0.499174093
221,city,-0.00180577
221,corner,0.501882748
221,people,0.166090403
221,road,-0.167896173
221,sidewalk,-0.166993288
221,sign,0.000902885
221,store,-0.166090403
221,street,-0.662555841
221,van,-0.166993288
221,walk,0.000902885
229,black,0.117891866
229,box,0.000595309
229,button,0.832833248
229,computer,0.237867313
229,electronic,0.118536784
229,green,0.237817703
229,grey,0.118586393
229,light,0.119231311
229,machine,0.357148232
229,metal,-0.119330529
229,money,-0.237966531
229,switch,0.476379543
229,technology,0.117891866
236,"-, track, rail",-0.011830202
236,"-, track, railway",0.693397672
236,"-, train, track",-0.314414676
236,beautiful,0.277720223
236,calm,-0.012432125
236,empty,-0.011830202
236,field,-0.011830202
236,forest,0.277118299
236,garden,0.13855915
236,grass,-0.162821477
236,iron,-0.151593198
236,nature,0.127330871
236,outdoor,-0.011830202
236,person,-0.152195122
236,plant,0.13855915
236,railroad,-0.302584474
236,railway,-0.163423401
236,road,-0.011830202
236,sand,0.277720223
236,single,-0.151593198
236,sky,-0.316220446
236,steel,-0.152195122
236,stone,0.238618077
236,sunny,0.277720223
236,track,-0.216161519
236,train,0.112491052
236,tree,0.200719777
236,wood,-0.013034049
239,corn,-2.92E-16
239,crop,0.166090403
239,farm,0.332180805
239,field,0.664361611
239,food,0.000902885
239,green,0.164284633
239,harvest,-0.335792345
239,machine,0.166090403
239,outside,0.167896173
239,sky,0.166090403
239,sunny,-0.333986575
239,tractor,0.500979863
239,vehicle,-2.92E-16
239,wheat,0.165187518
239,work,-0.165187518
239,yellow,-0.165187518
245,alcohol,0.165187518
245,bar,-0.166993288
245,crowd,-2.92E-16
245,drink,-0.002708655
245,eat,0.166090403
245,fun,0.000902885
245,man,-0.000902885
245,patron,0.000902885
245,people,-0.164284633
245,relax,0.332180805
245,restaurant,-0.166090403
245,sit,0.167896173
245,social,0.000902885
245,socialize,0.166090403
245,stool,-0.166993288
245,talk,-0.166993288
245,woman,-0.000902885
245,wood,-0.166993288
249,aeroplane,-0.011830202
249,air,0.138340269
249,beautiful,0.138340269
249,cloud,0.13669866
249,excite,-0.013471811
249,flight,-0.152632884
249,fly,0.250557719
249,glass,0.138340269
249,helicopter,0.328105368
249,land,-0.302803355
249,man,-0.45379463
249,person,0.114679864
249,pilot,-0.163642282
249,sky,0.7937302
260,africa,0.138276748
260,boy,0.127811457
260,build,-0.110105464
260,dirt,0.263508534
260,dirty,0.009820373
260,door,-0.11928092
260,empty,0.009175455
260,home,0.009820373
260,house,-0.446372724
260,hut,0.77862387
260,light,-0.108815629
260,mud,0.384724207
260,old,0.127811457
260,people,0.027526366
260,poor,0.38407929
260,poverty,0.009820373
260,road,0.125876704
260,roof,-0.11928092
260,rural,-0.109460547
260,sand,-0.237916922
260,shack,0.127166539
260,sky,0.009820373
260,spin-dry,0.009175455
260,street,0.018995829
260,sunny,-0.11928092
260,tree,-0.239206757
260,village,0.136341995
260,walk,0.13763183
261,bright,0.167896173
261,celebration,0.166993288
261,colorful,-0.167896173
261,costume,-0.33308369
261,culture,0.000902885
261,dance,0.834966438
261,dancer,-0.167896173
261,dress,-0.166090403
261,excite,0.167896173
261,festival,-0.165187518
261,fun,0.501882748
261,group,-0.165187518
261,happy,0.166993288
261,hat,0.500076978
261,mexico,0.165187518
261,orange,-0.166993288
261,party,-2.92E-16
261,people,-0.499174093
261,skirt,-0.166993288
261,street,0.332180805
261,woman,-0.167896173
268,"-, white, paper",0.118636002
268,black,-0.178598921
268,book,0.38750176
268,dictionary,0.015474418
268,english,0.132820584
268,information,0.015474418
268,ink,0.0148295
268,letter,-0.043843583
268,literature,0.118636002
268,newspaper,0.475833843
268,page,0.150229756
268,paper,0.148295002
268,paragraph,-0.105096337
268,print,0.298524758
268,read,0.13411042
268,screen,-0.208257921
268,sentence,-0.105096337
268,text,-0.117346166
268,type,0.475833843
268,white,-0.297234923
268,word,0.235982168
268,write,-0.210837592
277,baby,0.112231743
277,bench,-0.02692933
277,boy,-0.499776016
277,care,-0.027681734
277,child,0.167595211
277,garden,-0.22145387
277,girl,-0.02692933
277,good,0.137656265
277,grass,0.389049081
277,hold,0.137656265
277,kiss,-0.166842807
277,mom,-0.028434138
277,mother,0.359862539
277,park,0.107717319
277,play,-0.525952942
277,sky,-0.02692933
277,son,0.27531253
277,tree,0.196781753
277,woman,-0.083045201
282,animal,-0.167896173
282,calm,0.166090403
282,dirt,-0.166993288
282,farm,0.165187518
282,field,0.33308369
282,goat,0.166090403
282,grass,0.664361611
282,green,-0.166993288
282,hill,0.000902885
282,lay,0.166090403
282,lie,-0.166993288
282,meadow,0.165187518
282,rabbit,-0.33308369
282,rock,0.166090403
282,sheep,0.832257783
282,sit,0.33308369
282,sleep,-0.166993288
282,two,0.000902885
282,white,0.166090403
285,child,0.149349666
285,cricket,0.150991275
285,crowd,-0.114064261
285,family,0.164394686
285,game,0.177798097
285,girl,0.012582606
285,good,0.150170471
285,lady,0.150991275
285,man,0.025986017
285,market,-0.139229473
285,people,0.048688816
285,"people, -, many",0.150991275
285,person,-0.264234732
285,play,0.026806821
285,shop,0.161111468
285,street,0.010940997
285,table,0.012582606
285,watch,0.16521549
285,woman,-0.126646867
293,"-, day, time",0.103080969
293,"-, ship, cruise",0.206161938
293,blue,-0.119925838
293,boat,-0.044730345
293,crowd,0.08946069
293,cruise,0.60937996
293,dock,0.311822579
293,float,-0.11928092
293,harbor,0.103725887
293,ocean,0.387662989
293,people,0.193186577
293,port,0.208096692
293,sea,0.208096692
293,ship,0.907582259
293,sunny,0.103725887
293,tourist,0.208096692
293,vacation,0.08946069
293,water,-0.536764139
293,white,0.208096692
293,window,0.103080969
308,bag,0.000902885
308,board,-2.92E-16
308,boy,0.165187518
308,build,-0.167896173
308,building,-0.166993288
308,busy,0.000902885
308,car,0.333986575
308,close,-0.166993288
308,crowd,-0.166090403
308,floor,-0.166090403
308,girl,-0.00180577
308,man,-5.83E-16
308,people,-0.168799057
308,person,-2.92E-16
308,road,0.166993288
308,shop,0.499174093
308,sidewalk,-0.166993288
308,sign,0.166090403
308,sky,-0.165187518
308,store,-0.332180805
308,street,0.667070265
308,umbrella,0.166090403
308,walk,0.165187518
308,wall,-0.166993288
313,athlete,-0.151593198
313,bag,0.13855915
313,band,0.13855915
313,beautiful,0.127330871
313,black,-0.011830202
313,bold,0.277720223
313,calm,0.13855915
313,crowd,0.13855915
313,dress,-0.302584474
313,exercise,0.265288097
313,female,0.13855915
313,fitness,0.13855915
313,girl,0.528770425
313,gym,-0.151593198
313,gymnastic,0.13855915
313,hall,0.137957226
313,jacket,0.137957226
313,lady,-0.162821477
313,light,-0.151593198
313,look,-0.152797045
313,pink,0.416881296
313,ponytail,-0.152195122
313,room,0.416881296
313,sport,0.682771316
313,stand,-0.302584474
313,wall,0.13855915
313,window,0.13855915
313,woman,-0.50330425
313,workout,-0.012432125
321,"-, phone, toll",0.150991275
321,booth,-0.017561541
321,call,0.150170471
321,cap,-0.679460738
321,car,-0.016740736
321,coat,-0.015919932
321,dress,-0.166911207
321,hat,0.591328387
321,jacket,0.137533757
321,male,-0.18118953
321,man,0.227307717
321,outside,0.135892148
321,payphone,0.135892148
321,person,0.30198255
321,phone,-0.075495638
321,road,-0.346459128
321,sky,-0.166911207
321,speak,0.136712952
321,street,-0.014278323
321,talk,-0.500733621
321,telephone,0.437874698
321,tree,-0.014278323
332,busy,0.009175455
332,crowd,0.211680391
332,floor,0.127166539
332,girl,0.127811457
332,indoor,0.266733123
332,mall,0.767513661
332,man,0.008530538
332,many,-0.11928092
332,move,0.009820373
332,people,-0.300855274
332,public,0.009820373
332,road,0.009820373
332,shop,0.651457331
332,store,-0.108815629
332,street,-0.475833843
332,walk,0.055052732
332,woman,0.136986913
333,beautiful,0.166090403
333,boat,0.66797315
333,bridge,-5.83E-16
333,build,0.33308369
333,building,0.329472151
333,city,-0.33308369
333,colorful,-0.166993288
333,europe,0.166090403
333,house,0.000902885
333,people,0.164284633
333,river,0.33308369
333,sky,0.166090403
333,sunny,0.332180805
333,temple,-0.166993288
333,tower,0.000902885
333,town,-0.168799057
333,tree,-0.165187518
333,water,-0.000902885
341,beach,0.33308369
341,beautiful,-5.83E-16
341,calm,0.166090403
341,fish,-0.166993288
341,island,-0.167896173
341,man,-0.166993288
341,mountain,-0.500979863
341,ocean,0.166090403
341,rock,0.834966438
341,sand,1.000153956
341,sea,0.332180805
341,seashore,0.165187518
341,sky,0.002708655
341,soil,-0.166993288
341,stone,-0.332180805
341,sunny,0.166090403
341,tide,-0.166993288
341,tree,-0.165187518
341,water,0.498271208
355,"-, floor, tile",-0.166993288
355,aisle,-0.166993288
355,cart,0.832257783
355,empty,-2.92E-16
355,floor,0.166090403
355,food,0.000902885
355,grocery,-5.62E-16
355,isle,-0.00180577
355,metal,-0.166993288
355,people,-0.167896173
355,person,0.166090403
355,shelf,-0.332180805
355,shop,0.833160668
355,"shop, -, cart",-0.333986575
355,store,0.164284633
376,"-, big, truck",-0.152632884
376,bike,-0.326159059
376,blue,-0.0225349
376,car,-0.080103357
376,drive,0.127635571
376,highway,0.254450337
376,jeep,0.105921475
376,lorry,0.102638257
376,man,-0.173526175
376,people,-0.15181208
376,road,-0.231915437
376,rock,-0.023355705
376,sky,0.081744966
376,traffic,0.255271141
376,tree,-0.198523489
376,truck,0.573856371
376,van,-0.302803355
376,vehicle,-0.024997314
385,bowl,-0.166993288
385,breakfast,0.500076978
385,coffee,0.66616738
385,cup,0.497368323
385,drink,0.33308369
385,food,-0.333986575
385,hot,-0.33308369
385,liquid,-0.166993288
385,meal,-0.166993288
385,mug,0.167896173
385,plate,-0.33308369
385,pot,-0.166993288
385,restaurant,0.166090403
385,saucer,0.166090403
385,soup,-0.33308369
385,spoon,0.33127792
385,stave,-0.166993288
385,table,-0.00180577
385,tea,-2.92E-16
390,ball,0.558421477
390,baseball,-0.285980538
390,bat,0.393890603
390,beautiful,0.165351679
390,boy,0.1829953
390,cricket,0.349167783
390,excite,0.166172483
390,game,-0.45379463
390,grass,0.229359728
390,green,-0.135810067
390,grind,0.349988588
390,hand,-0.286801342
390,hit,-0.302803355
390,man,0.077547649
390,nature,0.166172483
390,people,0.166172483
390,person,0.348346979
390,play,0.498517449
390,racket,-0.152632884
390,sky,-0.134989263
390,tennis,0.165351679
390,tree,-0.15181208
393,car,0.832257783
393,day,0.166090403
393,desert,0.165187518
393,drive,-2.92E-16
393,empty,0.167896173
393,highway,0.164284633
393,mountain,0.33488946
393,open,0.000902885
393,road,0.665264496
393,"road, -, open",-0.166993288
393,sky,-0.332180805
393,sun,0.000902885
393,sunshine,0.166090403
393,travel,0.164284633
402,"-, day, time",-0.166993288
402,"blue, sky, -",0.000902885
402,building,0.498271208
402,busy,0.500979863
402,car,0.500979863
402,city,0.329472151
402,day,0.000902885
402,daytime,-0.33308369
402,people,-0.332180805
402,street,-0.00180577
402,summer,-0.167896173
402,sunny,-0.335792345
402,town,-0.166090403
405,alone,-0.128406766
405,beach,-0.129051684
405,exercise,-0.028022457
405,fun,-0.008480928
405,girl,-0.146013541
405,hill,0.228791075
405,leg,0.118636002
405,man,-0.38457538
405,mountain,0.082777535
405,outdoor,-0.026087703
405,pose,0.356552924
405,short,0.117991084
405,sky,-0.016961857
405,stand,-0.128406766
405,stretch,0.211184301
405,tree,0.595759681
405,woman,0.318114785
405,yoga,-0.560546131
413,beautiful,0.415226007
413,black,0.110726935
413,bomb,0.138408669
413,cloud,0.138408669
413,color,0.415978411
413,design,0.138408669
413,excite,0.137656265
413,fire,-0.02692933
413,gush,0.138408669
413,jag,-0.166842807
413,juice,-0.166842807
413,orange,0.028434138
413,person,-0.02692933
413,red,0.056868276
413,smoke,0.805779896
423,beautiful,0.332180805
423,blossom,0.166090403
423,blue,-0.166993288
423,"blue, sky, -",0.668876035
423,branch,0.500076978
423,flower,0.998348186
423,leave,-2.92E-16
423,nature,0.000902885
423,pink,0.834063553
423,sky,-0.832257783
423,spring,0.165187518
423,sunlight,0.000902885
423,sunny,-5.83E-16
423,tree,0.665264496
434,airplane,0.834063553
434,airport,0.166090403
434,busy,-0.166993288
434,car,-0.33308369
434,cloudy,0.166090403
434,day,-0.166993288
434,luggage,1.000153956
434,man,0.835869323
434,outdoor,-0.33308369
434,outside,-0.166993288
434,people,-0.500979863
434,plane,0.33127792
434,runway,0.333986575
434,tarmac,0.33308369
434,truck,-0.165187518
434,work,0.000902885
441,boy,0.166090403
441,build,0.834966438
441,cloud,0.000902885
441,daytime,-0.167896173
441,driveway,0.000902885
441,grass,0.33488946
441,green,-0.33308369
441,house,-0.66797315
441,landscape,0.000902885
441,lawn,0.166993288
441,man,-0.166993288
441,people,0.33488946
441,school,0.165187518
441,sky,-0.332180805
441,suburb,-0.166993288
441,sunny,-0.33308369
441,tree,-2.92E-16
441,window,0.333986575
444,"-, bend, hairpin",-0.222206274
444,"-, hill, station",-0.222206274
444,animal,0.604238702
444,beautiful,-0.222958678
444,brown,0.041085145
444,color,0.041085145
444,daytime,-0.111479339
444,deer,0.908615265
444,forest,0.302119351
444,garden,-0.112231743
444,grass,0.382784832
444,green,-0.139283581
444,gross,-0.111479339
444,highway,0.151059676
444,land,-0.332933209
444,morning,-0.111479339
444,plant,0.04033274
444,road,0.159073749
444,sky,-0.02930905
444,soil,0.041085145
444,sun,-0.111479339
444,"sunny, -, afternoon",-0.111479339
444,tree,-0.283081587
446,"-, paint, brush",0.138340269
446,blonde,-0.15181208
446,brush,0.403190603
446,calm,-0.011830202
446,construction,-0.013471811
446,house,0.138340269
446,man,-0.112217451
446,paint,0.7937302
446,paintbrush,0.416662414
446,repair,-0.152632884
446,room,-0.011830202
446,wall,0.819853018
446,white,-0.037132215
446,work,-0.617436912
446,worker,0.137519464
452,beautiful,-0.00188785
452,boy,-0.153043286
452,couple,-0.45568248
452,date,0.150909195
452,dress,0.152632884
452,excite,-0.15369993
452,floor,0.000820804
452,flower,1.060878788
452,girl,-0.001231207
452,good,-0.15189416
452,hand,-8.21E-05
452,happy,0.150909195
452,love,-0.153864091
452,man,-0.452399262
452,person,0.000820804
452,propose,0.150909195
452,rise,0.452727584
452,room,0.000820804
452,sky,-0.152797045
452,wall,0.150827114
452,woman,-0.453220067
457,beautiful,-0.018251693
457,build,0.236627086
457,building,-0.292027082
457,busy,0.118636002
457,car,-0.008480928
457,city,0.547550778
457,"city, -, view",-0.008480928
457,dark,0.117991084
457,dusk,-0.009125846
457,grass,-0.128406766
457,light,0.924290148
457,metropolis,0.118636002
457,modern,0.118636002
457,night,0.465418161
457,paris,0.118636002
457,road,-0.018251693
457,sky,-0.137532612
457,traffic,-0.136242777
457,view,-0.256813532
469,blonde,0.151059676
469,book,0.755366778
469,boy,6.84E-05
469,friend,-0.45194782
469,girl,0.152085681
469,happy,-0.455231038
469,indoor,-0.151743679
469,locker,0.302871755
469,people,-0.605469909
469,school,-0.151470078
469,smile,0.151333277
469,student,-0.153248487
469,talk,-0.301777349
469,three,0.000889205
469,"three, people, -",-0.151743679
469,woman,-0.001436408
469,young,-0.151743679
474,affection,0.302871755
474,boy,0.15188048
474,close,0.000820804
474,couple,-0.45194782
474,excite,-0.151743679
474,girl,0.30369256
474,happy,-0.151743679
474,kiss,0.151743679
474,love,-0.300956545
474,lover,0.000820804
474,lust,0.151059676
474,man,0.302324552
474,"man, woman, and",0.000820804
474,romance,0.455504639
474,woman,0.150512473
474,young,-0.153248487
475,beautiful,-0.150170471
475,build,0.151059676
475,car,0.000820804
475,cloth,-0.152496083
475,"dress, -, safety",0.000820804
475,job,0.151059676
475,lady,0.000820804
475,man,0.153590489
475,people,-0.605401508
475,person,-0.153180087
475,play,0.000820804
475,shop,0.151059676
475,water,0.148870864
475,woman,0.150375672
475,work,0.606495914
494,"-, spin-dry, land",0.13855915
494,"-, spin-dry, place",-0.011830202
494,brown,-0.153398968
494,crack,0.378982996
494,desert,0.275914453
494,dessert,-0.013034049
494,drought,0.277118299
494,dry,-0.011830202
494,grind,-0.013034049
494,hot,0.277118299
494,land,0.114296822
494,person,-0.152195122
494,rock,-0.151593198
494,sad,-0.013034049
494,sand,0.54300832
494,sky,-0.151593198
494,soil,0.124923178
494,spin-dry,0.678557853
494,sun,0.137957226
494,sunny,-0.011830202
494,"sunny, -, afternoon",0.13855915
499,"-, ball, tennis",-0.166993288
499,"-, tennis, court",0.166993288
499,"-, tennis, racket",-0.166993288
499,ball,-0.000902885
499,blue,0.166090403
499,court,0.499174093
499,fun,-0.33308369
499,game,-0.166993288
499,green,0.000902885
499,man,0.665264496
499,net,-5.83E-16
499,person,-0.499174093
499,play,0.166993288
499,racket,0.501882748
499,short,0.332180805
499,sport,-0.166090403
499,sunny,-0.168799057
499,tennis,-1.12E-15
507,"-, hand, up",-0.302064631
507,arm,-0.150170471
507,beautiful,-0.15189416
507,black,0.150909195
507,boy,0.149103425
507,calm,0.150909195
507,dark,0.150909195
507,enjoy,-0.152797045
507,friend,-0.15189416
507,group,0.150909195
507,hand,0.150662953
507,head,0.150909195
507,man,0.154192413
507,people,-0.001231207
507,person,-0.002790735
507,play,-0.15189416
507,sand,0.000820804
507,shadow,0.149924229
507,sky,0.303459998
507,sun,0.151647919
507,two,0.000820804
507,white,0.15000631
520,desert,-0.165187518
520,hill,-0.33127792
520,hot,-2.92E-16
520,mountain,-0.002708655
520,nature,-0.165187518
520,outdoor,-0.166993288
520,outside,-0.33308369
520,rock,0.33308369
520,rocky,0.000902885
520,sand,0.000902885
520,sky,0.167896173
520,sun,0.500076978
520,sunny,0.166090403
520,sunset,0.500076978
520,tall,-0.000902885
521,animal,0.000902885
521,bamboo,0.166090403
521,black,0.500076978
521,branch,-0.166993288
521,brown,-2.92E-16
521,caterpillar,0.33308369
521,dirt,0.332180805
521,fur,0.166090403
521,furry,0.000902885
521,fuzzy,0.166090403
521,grass,0.163381748
521,grind,0.66616738
521,insect,-0.166993288
521,leaf,0.000902885
521,nature,-0.167896173
521,outside,0.166090403
521,rock,0.166090403
521,straw,-0.166993288
521,tail,0.33308369
521,tree,-0.33127792
521,wood,-0.166993288
529,"-, table, dine",0.166090403
529,baby,0.165187518
529,beautiful,0.000902885
529,boy,-0.33308369
529,child,0.000902885
529,dinner,-0.00180577
529,eat,-0.165187518
529,family,0.166993288
529,floor,-0.166993288
529,food,0.33308369
529,girl,-0.33308369
529,lady,0.166993288
529,man,0.332180805
529,person,-0.166993288
529,plate,0.166090403
529,table,0.166993288
529,talk,-0.166993288
529,window,-0.166090403
529,woman,-0.00180577
538,"-, coaster, roller",0.333986575
538,"-, park, amusement",0.33308369
538,beautiful,-0.166993288
538,blue,0.332180805
538,boy,-0.33308369
538,complex,-0.166993288
538,excite,-0.166993288
538,floor,0.000902885
538,game,0.000902885
538,girl,-0.166993288
538,iron,0.166090403
538,man,-0.166993288
538,orange,0.000902885
538,park,-0.000902885
538,people,0.000902885
538,plastic,-0.166993288
538,play,-0.166993288
538,red,0.165187518
538,ride,0.33308369
538,rod,-2.92E-16
538,sky,-0.166090403
538,steel,0.500076978
538,sunny,-0.166993288
538,tree,0.165187518
541,ceremony,0.166090403
541,colorful,0.000902885
541,costume,-0.166090403
541,culture,-0.166993288
541,dance,0.164284633
541,dancer,0.165187518
541,dress,-5.83E-16
541,fun,0.167896173
541,girl,-0.165187518
541,india,0.166090403
541,indian,0.166090403
541,outside,0.167896173
541,pretty,0.166090403
541,red,0.333986575
541,skirt,-0.166090403
541,stage,-0.33308369
541,three,-0.167896173
541,walk,-0.33308369
541,woman,-0.167896173
550,"-, color, red",0.007736793
550,"-, color, white",-0.120025056
550,"-, flag, canada",0.127761848
550,"-, leaf, print",-0.119330529
550,"-, red, leaf",0.127067321
550,beautiful,-0.237966531
550,canada,-0.080743563
550,cloth,-0.238661058
550,clothe,0.127761848
550,color,0.009820373
550,flag,-0.045629231
550,flog,-0.119330529
550,flower,0.009125846
550,leaf,0.281512182
550,leave,0.256218223
550,maple,0.136887694
550,orange,0.009820373
550,paint,-0.119330529
550,place,-0.119330529
550,protest,-0.119330529
550,red,0.075090351
550,stick,0.127761848
550,white,0.203546726
558,boy,-0.356652142
558,child,-4.96E-05
558,colorful,-0.119330529
558,daylight,0.118586393
558,face,0.118586393
558,fun,0.237172786
558,happy,0.000644918
558,horn,0.118586393
558,instrument,0.117197339
558,man,0.712758584
558,medal,-0.475933061
558,outside,0.000644918
558,party,0.118536784
558,play,0.23642865
558,purple,-0.119330529
558,road,-0.119330529
558,sit,-0.119330529
558,sky,-0.119330529
558,sound,0.237867313
558,street,0.237867313
558,toy,0.120570755
558,walk,-4.96E-05
570,animal,-0.242899327
570,antler,0.166172483
570,beautiful,0.165351679
570,cow,-0.152632884
570,dear,0.166172483
570,deer,0.014360403
570,eat,0.497696645
570,food,-0.15181208
570,forest,1.000318117
570,grass,0.07590604
570,green,0.046364428
570,grind,0.016002012
570,gross,-0.15181208
570,leaf,0.166172483
570,moose,0.332344966
570,nature,0.016002012
570,outside,-0.454615434
570,sky,-0.286801342
570,sunny,-0.302803355
570,tree,0.365169796
570,water,-0.15181208
584,"-, shirt, pink",0.127635571
584,"-, shirt, t",0.127635571
584,blender,0.256091946
584,bowl,-0.15181208
584,boy,-0.069246309
584,cook,-0.395405369
584,couple,0.126814766
584,food,-0.023355705
584,fruit,-0.152632884
584,girl,-0.092602014
584,happy,0.127635571
584,husband,-0.0225349
584,kitchen,0.138492618
584,love,0.127635571
584,man,-0.011677852
584,mixer,-0.049173823
